N	TP_NS_P	COD_OBL	HSIZE	TYPE_DOM	H_WORK	AGE_HEAD	SEX_HEAD	CASHINC	TOTALINC	TOTALRES	CONSUM	CASHEXP	TOTALEXP	HOUSE	OWNHOUSE	STOTAL	SLIV	ROOMS	TIMEHOUS	HEATING	HEATIND	RUNWATER	SEVERAGE	HOTWATER	GASKOL	GASCENTR	GASBAL	ELEKTRPL	BATH	HTELEPH	L_EDUC
3085	2	63	1	2	1	63	2	2998	5184	5184	4443	4668	8304	1	1	58	45	2	4	1	2	1	1	1	2	1	2	2	1	1	5
3086	2	63	3	1	2	37	1	5912	6663	6663	12897	12897	13648	1	1	106	87	4	6	1	2	1	1	1	2	2	2	1	1	1	4
3087	2	63	3	1	1	38	2	960	960	960	2714	2714	2714	1	2	20	14	1	4	1	2	1	1	1	2	2	2	1	1	2	5
3088	2	63	1	2	1	52	2	1485	2061	2061	2976	2976	3551	1	2	33	18	1	3	1	2	1	1	1	2	1	2	2	1	2	6
3089	2	63	2	2	1	59	1	2904	4804	4804	4046	4146	6046	1	1	42	30	2	4	1	2	1	1	2	1	1	2	2	1	2	7
3090	2	63	2	2	1	71	1	2761	4795	4795	4847	5047	7080	1	1	61	39	3	2	1	2	1	1	2	1	1	2	2	1	1	7
3091	2	63	4	1	2	38	1	4896	7056	8556	7782	7998	11658	1	2	29	17	1	3	1	2	1	1	1	2	1	2	2	1	2	6
3092	2	63	3	2	3	41	1	9071	10135	10135	6275	7810	8874	1	2	72	39	3	5	1	2	1	1	1	2	1	2	2	1	1	1
3093	2	63	1	2	1	64	2	1376	2400	2400	2624	2703	3727	1	1	44	30	2	3	1	2	1	1	2	1	1	2	2	1	1	7
3094	2	63	5	1	3	45	2	7517	9018	9018	9310	9310	15311	1	2	39	30	2	3	1	2	1	1	2	1	1	2	2	1	1	1
3095	2	63	2	1	1	41	2	3364	4696	5196	4347	5299	7131	1	1	47	28	2	5	1	2	1	1	1	2	1	2	2	1	1	1
3096	2	63	3	2	1	63	1	6223	6953	6953	7116	7956	8687	3	1	48	36	4	4	2	1	2	2	2	2	1	2	2	2	2	8
3097	2	63	5	1	1	64	1	5982	7429	7429	5787	6588	8034	3	1	40	35	3	1	2	1	2	2	2	2	1	2	2	2	2	4
3098	2	63	1	2	1	61	2	2398	3386	3386	5550	5710	6698	3	1	28	20	2	1	2	1	2	2	2	2	1	2	2	2	2	7
3099	2	63	1	2	1	61	2	3746	4647	4647	4354	4472	5374	3	1	30	24	2	9	2	1	2	2	2	2	1	2	2	2	2	7
3100	2	63	2	2	1	54	1	3174	4485	4485	6676	6884	8195	1	1	60	50	2	4	1	2	1	1	1	2	1	2	2	1	2	5
3101	2	63	2	2	1	66	2	2904	3826	3826	3600	4048	4971	3	1	64	49	3	9	2	1	2	2	2	2	1	2	2	2	2	5
3102	2	63	1	2	1	71	2	1225	2479	2479	2345	2832	4085	3	1	48	38	2	1	2	1	2	2	2	2	1	2	2	2	2	1
3103	2	63	1	2	1	81	2	1185	1252	1252	2298	2562	2630	4	1	30	24	2	9	2	1	2	2	2	2	1	2	2	2	2	1
3104	2	63	3	1	2	47	1	7590	10597	10597	7602	7710	10716	1	1	65	50	3	5	1	2	1	1	1	2	1	2	2	1	2	6
3105	2	63	2	2	2	42	1	4466	6259	6259	5681	5717	7509	1	1	58	48	2	5	1	2	1	1	1	2	1	2	2	1	2	6
3106	2	63	1	2	1	83	2	1659	2018	2018	4124	4379	4738	3	1	55	47	3	1	2	1	2	2	2	2	1	2	2	2	1	8
3107	2	63	1	2	1	77	1	2328	3566	3566	4821	5399	6637	3	1	75	60	4	1	2	1	2	2	2	2	1	2	2	2	1	1
3108	2	63	2	2	2	48	1	3002	4491	4491	5092	5126	6615	1	1	68	50	3	5	1	2	1	1	1	2	1	2	2	1	2	5
3109	2	63	2	2	2	45	1	6651	8348	8348	8049	9371	11068	1	1	68	50	3	4	1	2	1	1	1	2	1	2	2	1	2	6
3110	2	63	1	2	1	72	2	1643	2330	2330	2909	2948	3635	1	1	55	48	2	2	1	2	1	1	1	2	1	2	2	1	2	1
3111	2	63	2	2	1	89	2	5356	6494	6494	4441	4441	5579	3	1	48	40	2	1	2	1	2	2	2	2	1	2	2	2	2	9
3112	2	63	1	2	1	75	2	1858	2377	2552	3354	3700	4394	3	1	72	36	3	4	2	2	2	2	2	2	2	1	2	2	2	8
3113	2	63	1	2	1	78	2	1362	1885	1885	1757	2009	2582	3	1	63	39	3	3	2	2	2	2	2	2	2	1	2	2	2	6
3114	2	63	4	1	1	62	2	1733	3438	3438	2548	2645	4600	3	1	74	39	3	3	2	2	2	2	2	2	2	1	2	2	2	8
3115	2	63	1	2	1	64	2	2440	3497	3497	2905	3632	4689	3	1	32	20	2	3	2	2	2	2	2	2	2	1	2	2	2	5
3116	2	63	2	2	1	70	1	6079	8969	8969	7376	8530	11420	3	1	38	21	2	3	2	1	1	1	2	2	1	2	2	2	1	8
3117	2	63	2	1	1	41	2	1815	3676	3676	11258	11308	13169	1	1	49	29	2	9	1	2	1	1	1	2	1	2	2	1	2	1
3118	2	63	2	2	1	63	1	3606	5425	5625	4684	4773	6593	3	1	47	38	3	5	2	2	2	2	2	2	2	1	2	2	2	6
3119	2	63	2	2	2	42	2	2296	5165	5165	3321	3598	6467	3	1	58	34	3	4	2	2	2	2	2	2	2	1	2	2	2	5
3120	2	63	1	2	1	76	2	1254	2293	2293	2074	2323	3362	3	1	50	25	2	3	2	2	2	2	2	2	2	2	2	2	2	8
3121	2	63	4	1	1	30	1	5980	10325	10325	6661	8929	13574	3	1	63	41	3	6	2	2	2	2	2	2	2	1	2	2	2	6
3122	2	63	4	1	2	60	1	6134	7770	7970	9004	10544	12179	1	1	65	39	3	4	1	2	1	1	1	2	1	2	2	1	1	7
3123	2	63	2	1	1	40	2	1753	2816	2816	2105	2105	3168	1	2	56	31	2	5	1	2	1	1	1	2	1	2	2	1	2	6
3124	2	63	1	2	1	43	2	1811	3586	3586	2454	2497	4272	1	1	52	29	2	3	1	2	1	1	1	2	1	2	2	1	2	6
3125	2	63	4	2	3	50	1	8048	10146	10146	9127	9174	11272	1	1	62	31	3	5	1	2	1	1	1	2	1	2	2	1	1	4
3126	2	63	1	2	1	52	2	2271	3477	3477	2572	2752	3958	1	1	65	38	3	5	1	2	1	1	1	2	1	2	2	1	2	5
3127	2	63	2	2	2	50	2	6194	8372	8372	6035	6199	8376	1	1	65	45	3	5	1	2	1	1	1	2	1	2	2	1	2	6
3128	2	63	1	2	1	46	2	2075	3061	3061	3022	3254	4240	1	1	64	44	3	5	1	2	1	1	1	2	1	2	2	1	1	6
3129	2	63	3	1	1	42	2	2380	6712	6712	3859	4023	8355	1	2	45	28	2	5	1	2	1	1	1	2	1	2	2	1	2	5
3130	2	63	4	2	1	60	1	3817	6267	6267	3000	3638	6089	3	1	70	49	3	4	2	1	2	2	2	2	2	2	2	2	2	5
3131	2	63	3	1	2	42	1	7850	10336	10336	7724	8433	10919	3	1	100	60	5	5	2	1	1	1	2	1	1	2	2	1	1	4
3132	2	63	3	2	1	63	1	6815	8961	8961	4828	5314	7460	3	1	77	67	3	3	2	1	1	1	2	1	1	2	2	1	2	4
3133	2	63	2	2	1	64	1	2929	4831	4831	5711	6572	8474	3	1	30	22	3	7	2	1	2	2	2	2	1	2	2	2	2	5
3134	2	63	4	1	2	46	1	6283	8462	8462	2874	3104	5283	3	1	87	82	4	5	2	1	1	1	2	1	1	2	2	1	1	5
3135	2	63	5	1	2	49	2	4883	5915	5915	6558	6618	7651	3	1	46	40	3	4	2	1	1	1	2	1	1	2	2	1	1	5
3136	2	63	1	2	1	60	2	2682	3133	3133	3309	3365	3816	3	1	48	36	3	1	2	2	2	2	2	2	2	1	2	2	1	6
3137	2	63	4	2	3	54	2	6590	6818	6818	8138	8138	8367	1	1	32	27	2	4	2	2	2	2	2	2	2	1	2	2	2	4
3138	2	63	1	2	1	63	2	1939	2760	2760	2599	2599	3421	3	1	50	45	2	1	2	1	1	1	2	2	1	2	2	2	2	7
3139	2	63	2	2	1	65	1	2662	3710	3710	2856	3410	4458	3	1	66	60	4	1	2	1	1	1	2	2	1	2	2	2	2	7
3140	2	63	5	1	3	59	1	8009	9323	9323	11576	11710	13024	3	1	89	79	4	4	2	1	1	1	2	2	1	2	2	1	1	5
3141	2	63	2	2	1	73	2	3644	4520	4520	9536	9556	10433	3	1	60	55	3	2	2	1	2	2	2	2	1	2	2	2	1	7
3142	2	63	3	2	1	65	1	5551	7576	7576	6875	6940	8965	3	1	65	55	4	2	2	1	2	2	2	2	1	2	2	2	1	5
3143	2	63	6	1	3	55	1	7582	9711	9711	9730	9798	11927	3	1	77	70	4	3	2	1	2	2	2	2	1	2	2	2	2	4
3144	2	63	1	2	1	74	2	1588	3384	3384	5411	6117	7912	3	1	69	49	3	1	2	1	1	1	2	2	1	2	2	2	1	7
3145	2	63	3	1	1	37	1	4075	7531	7531	6079	6136	9592	3	1	90	80	5	5	2	1	1	1	2	1	1	2	2	1	1	4
3146	2	63	3	2	3	52	1	6410	7453	7453	8137	8187	9230	3	1	70	60	4	2	2	1	1	1	2	2	1	2	2	2	1	4
3147	2	63	1	2	1	69	2	1470	2525	2525	2404	2444	3499	3	1	53	43	3	1	2	1	2	2	2	2	1	2	2	2	2	5
3148	2	63	4	1	2	38	1	5429	7046	7046	6983	7013	8631	4	1	66	50	2	5	2	1	1	1	2	1	1	2	2	1	1	5
3149	2	63	3	2	2	41	2	4320	4773	4773	7250	7427	7880	3	1	53	46	3	2	2	2	2	2	2	2	2	1	2	2	2	7
3150	2	63	2	2	1	77	1	2527	3951	3951	6072	6101	7525	3	1	44	39	3	1	2	1	1	1	2	2	1	2	2	2	2	7
3151	2	63	2	2	1	70	1	2824	4569	4569	3134	3299	5044	4	1	65	50	3	5	2	1	1	1	2	2	1	2	2	2	2	5
3152	2	63	1	2	1	75	2	3253	3793	3793	5516	5516	6056	1	3	20	15	1	1	2	2	2	2	2	2	2	1	2	2	2	6
3153	2	63	1	2	1	73	1	2520	4336	4336	2991	3290	5106	1	3	34	25	2	1	1	2	1	1	1	2	2	1	2	1	1	8
3154	2	63	3	2	1	75	1	3403	4586	4586	2763	3319	4502	3	1	24	15	2	4	2	2	2	2	2	2	2	1	2	2	2	9
3155	2	63	1	2	1	69	2	1825	3708	3708	1822	2100	3983	1	1	70	51	3	4	2	1	2	2	2	2	2	1	2	2	1	8
3156	2	63	3	1	1	44	2	6209	8370	9320	9330	9480	12592	1	1	75	48	4	5	1	2	1	1	1	2	2	1	2	1	2	4
3157	2	63	1	2	1	49	2	2655	3871	3871	4535	4535	5751	1	1	56	31	2	3	1	2	1	1	1	2	2	1	2	1	2	6
3158	2	63	1	2	1	74	2	1968	2819	2819	1893	2213	3064	3	1	35	20	2	2	2	2	2	2	2	2	2	1	2	2	2	8
3159	2	63	1	2	1	54	2	2400	4280	4280	6133	6153	8032	1	2	51	35	2	3	2	2	2	2	2	2	2	1	2	2	2	4
3160	2	63	2	2	2	57	1	3734	6637	6637	6118	6883	9786	3	1	71	40	3	4	2	1	1	1	2	2	2	1	2	1	1	7
3161	2	63	5	1	2	70	1	11717	17107	17107	7008	8318	13708	3	1	63	30	2	4	2	1	2	2	2	2	2	1	2	2	2	8
3162	2	63	4	1	1	62	2	2002	4536	4536	1159	1329	3864	1	3	21	15	1	3	2	2	2	2	2	2	2	1	2	2	2	8
3163	2	63	2	2	1	70	1	2717	6008	6008	3423	3709	7000	3	1	80	56	3	3	2	1	2	2	2	2	2	1	2	2	1	7
3164	2	63	3	1	1	64	1	6533	7747	7799	9512	10317	11583	3	1	46	28	2	3	2	2	2	2	2	2	2	1	2	2	1	5
3165	2	63	4	1	1	61	2	7915	9759	9759	8897	9232	11076	3	1	73	51	3	4	2	1	2	2	2	2	2	1	2	2	1	6
3166	2	63	4	1	2	37	2	2893	5108	5208	3622	4064	6431	3	1	26	20	2	2	2	2	2	2	2	2	2	1	2	2	2	4
3167	2	63	2	2	1	75	2	1761	3293	3443	2161	2242	3924	3	1	60	40	3	2	2	2	2	2	2	2	2	1	2	2	1	7
3168	2	63	2	2	1	73	1	4065	9105	9105	14963	16514	21554	3	1	60	31	2	3	2	1	2	2	2	2	2	1	2	2	1	7
3169	3	63	4	1	1	34	1	6923	10779	10779	11042	11376	15233	1	1	62	45	3	5	2	2	1	1	2	2	1	2	2	1	1	5
3170	3	63	3	1	1	34	1	2886	6436	6436	7677	8152	11701	1	1	53	29	2	6	2	2	1	1	2	2	2	2	2	1	2	4
3171	3	63	4	1	3	41	1	5614	8584	8884	10531	11705	14976	1	1	66	38	3	6	2	2	1	1	2	2	2	1	2	1	2	4
3172	3	63	3	1	2	35	1	788	2954	2954	4189	4411	6577	1	1	56	30	2	5	2	2	1	1	2	2	2	1	2	1	2	4
3173	3	63	2	2	1	60	1	2197	4421	4421	4093	4225	6450	3	1	56	33	3	4	2	2	2	2	2	2	2	1	2	2	2	4
3174	3	63	1	2	1	51	1	2018	3394	3484	5651	5709	7174	1	1	41	24	1	4	2	2	2	2	2	2	2	1	2	2	2	1
3175	3	63	3	2	3	45	1	5626	7953	7953	7643	8810	11187	3	1	58	40	3	5	2	2	2	2	2	2	2	1	2	2	2	4
3176	3	63	2	2	2	54	1	5145	11121	11121	3453	4801	10777	3	1	85	70	3	4	2	2	1	2	2	2	2	1	2	2	2	4
3177	3	63	5	1	2	60	2	7631	11477	11477	12019	13031	16877	3	1	91	72	4	5	2	2	1	2	2	2	2	1	2	2	2	7
3178	3	63	3	1	2	38	1	6517	9338	9338	12854	13329	16150	1	1	45	30	3	4	2	2	1	1	2	2	2	1	2	1	1	5
3179	3	63	2	2	1	51	2	2977	6738	6838	5200	5550	9411	1	1	56	42	3	4	2	2	2	2	2	2	2	1	2	2	2	4
3180	3	63	3	1	2	33	1	12167	13718	14268	10439	10760	14361	1	1	51	35	2	5	2	2	1	1	2	2	2	1	2	1	2	4
3181	3	63	3	1	1	31	1	6820	8245	8245	7993	8230	9655	1	1	22	15	1	4	2	2	2	2	2	2	2	1	2	2	2	6
3182	3	63	1	2	1	52	2	4747	4289	4289	6339	11901	11443	1	1	56	36	3	3	2	2	2	2	2	2	2	1	2	2	2	7
3183	3	63	4	1	2	36	1	4857	6309	6309	8240	8437	9889	1	1	29	19	1	4	2	2	1	1	2	2	2	1	2	1	2	1
3184	3	63	3	1	1	25	1	3842	5544	5544	5003	5029	6831	1	3	40	25	1	2	2	2	2	2	2	2	2	2	2	2	2	5
3185	3	63	1	2	1	60	2	1524	3037	3037	6858	7536	9049	3	1	96	65	3	6	2	2	1	1	2	2	2	1	2	1	1	6
3186	3	63	1	2	1	70	2	2010	3325	3325	927	1324	2639	3	1	36	28	3	1	2	2	2	2	2	2	2	1	2	2	2	8
3187	3	63	1	2	1	71	2	2058	3399	3399	1043	1490	2830	3	1	24	19	2	2	2	2	2	2	2	2	2	1	2	2	2	8
3188	3	63	2	2	2	41	1	3763	7996	7996	2726	4510	8742	3	1	28	20	2	3	2	2	2	2	2	2	2	1	2	2	2	6
3189	3	63	1	2	1	71	2	5357	7629	7629	1769	3812	6084	3	1	54	42	4	4	2	2	2	2	2	2	2	1	2	2	2	5
3190	3	63	4	2	2	70	1	7866	16063	16063	5040	7518	15715	3	1	36	30	2	1	2	2	2	2	2	2	2	1	2	2	2	7
3191	3	63	3	1	2	40	1	6610	14110	14110	4505	6554	14054	3	1	36	26	2	3	2	2	2	2	2	2	2	1	2	2	2	6
3192	3	63	2	2	2	39	2	3589	6408	6408	1852	3247	6066	3	1	20	16	2	3	2	2	2	2	2	2	2	1	2	2	2	7
3193	3	63	1	2	1	68	2	2897	4440	4440	872	2043	3586	3	1	45	36	4	3	2	1	2	2	2	2	2	1	2	2	2	7
3194	3	63	1	2	1	70	1	3687	6322	6322	943	2735	5369	3	1	48	36	4	2	2	1	1	1	2	2	2	1	2	2	2	8
3195	3	63	4	1	2	35	1	14159	20826	20826	6232	7254	13921	3	1	45	35	4	5	2	1	1	1	2	2	2	1	2	1	2	1
3196	3	63	4	1	2	38	1	7983	13657	13657	2605	4522	10196	3	1	42	34	4	4	2	2	2	2	2	2	2	1	2	2	2	6
3197	3	63	4	1	2	42	2	2948	7036	7036	1050	1783	5871	3	1	36	28	4	3	2	2	2	2	2	2	2	1	2	2	2	6
3198	3	63	2	2	1	71	1	7903	11101	11101	2213	4727	7925	3	1	36	30	2	2	2	2	2	2	2	2	2	1	2	2	2	8
3199	3	63	4	1	2	36	1	6236	11997	11997	3393	4554	10315	3	1	28	22	2	3	2	2	2	2	2	2	2	1	2	2	2	6
3200	3	63	1	2	1	70	2	1914	2973	2973	719	1096	2154	3	1	24	20	2	2	2	2	2	2	2	2	2	1	2	2	2	7
3201	3	63	2	2	1	66	1	6509	9902	9902	1400	4271	7664	3	1	54	46	4	4	2	2	2	2	2	2	2	1	2	2	2	7
3202	3	63	1	2	1	66	2	1796	2823	2823	972	1367	2394	3	1	20	16	2	2	2	2	2	2	2	2	2	1	2	2	2	7
3203	3	63	1	2	1	69	2	2188	3416	3416	856	1606	2834	3	1	32	28	2	4	2	2	2	2	2	2	2	1	2	2	2	8
3204	3	63	1	2	1	68	2	1885	3195	3195	536	1131	2441	3	1	46	38	4	4	2	2	2	2	2	2	2	1	2	2	2	8
3205	3	63	1	2	1	58	2	6387	11228	11228	7677	10131	14972	3	1	100	55	4	4	2	2	2	2	2	2	2	1	2	2	1	5
3206	3	63	3	1	2	62	1	6822	8868	9298	9791	10079	12305	3	1	100	55	4	1	2	2	2	2	2	2	2	1	2	2	1	1
3207	3	63	1	2	1	63	2	1600	3295	3295	2849	3496	5191	3	1	100	65	5	3	2	2	2	2	2	2	2	1	2	2	2	7
3208	3	63	2	2	1	57	2	2716	4644	4644	4161	5033	6961	3	1	43	31	3	3	2	2	2	2	2	2	2	1	2	2	2	6
3209	3	63	1	2	1	54	2	1541	3201	3341	1101	1212	3012	3	1	79	54	3	3	2	2	2	2	2	2	2	2	2	2	2	6
3210	3	63	2	2	2	41	1	8821	10953	11353	10502	12870	15403	3	1	90	74	5	3	2	2	2	2	2	2	2	1	2	2	1	7
3211	3	63	2	2	2	31	1	3641	5484	5484	3857	4344	6187	3	1	91	65	3	2	2	2	2	2	2	2	2	1	2	2	2	6
3212	3	63	4	2	2	52	1	10584	13295	13295	10955	13001	15712	4	1	99	61	3	4	2	2	2	2	2	2	2	1	2	2	2	2
3213	3	63	3	2	1	52	1	6475	12529	12529	6124	7339	13393	3	1	74	58	3	1	2	2	2	2	2	2	2	1	2	2	1	6
3214	3	63	2	2	1	67	2	6726	6019	7894	6772	11339	10632	3	1	58	42	2	3	2	2	2	2	2	2	2	1	2	2	2	7
3215	3	63	2	2	1	65	2	4532	7608	7608	3828	5586	8662	3	1	76	54	3	1	2	2	2	2	2	2	2	1	2	2	2	7
3216	3	63	4	1	3	40	2	4485	6527	7148	5799	6184	8597	3	1	55	36	2	1	2	2	2	2	2	2	2	2	2	2	2	999
3217	3	63	1	2	1	75	2	1561	4320	4320	2796	3347	6106	3	1	58	35	2	1	2	2	2	2	2	2	2	2	2	2	2	7
3218	3	63	3	1	1	51	1	4604	5547	5547	2700	3891	4834	3	1	44	34	2	2	2	2	1	2	2	2	2	1	2	2	2	6
3219	3	63	2	2	1	49	2	8023	13473	14873	5885	7040	13490	3	1	64	47	4	4	2	2	1	1	2	1	1	2	2	1	2	4
3220	3	63	3	2	1	48	1	3190	5512	5512	3317	3841	6163	3	1	40	35	3	2	2	2	1	2	2	2	1	2	2	2	2	7
3221	3	63	3	1	2	46	1	7458	12937	13237	8516	10051	15531	3	1	68	56	4	4	2	2	1	1	2	1	1	2	2	1	2	6
3222	3	63	1	2	1	77	2	989	1859	1859	916	916	1785	3	1	28	20	1	2	2	2	2	2	2	2	2	1	2	2	2	7
3223	3	63	3	1	1	59	1	5682	7538	7538	5610	7240	9096	3	1	91	63	3	5	2	2	1	1	2	1	1	2	2	1	1	4
3224	3	63	4	1	1	67	2	6502	7211	7211	6643	7081	7791	3	1	30	20	2	2	2	2	2	2	2	2	2	1	2	2	2	9
3225	3	63	1	2	1	53	2	1485	2645	2645	5188	5213	6374	3	1	26	18	2	1	2	2	2	2	2	2	2	1	2	2	2	5
3226	3	63	4	1	2	36	1	1755	3454	3454	630	678	2377	3	1	80	50	3	5	1	2	1	1	2	2	1	2	2	1	2	4
3227	3	63	1	2	1	73	2	1007	3924	3924	688	811	3729	4	1	54	29	3	3	1	2	1	1	2	1	1	2	2	1	1	7
3228	3	63	1	2	1	83	2	1152	3016	3016	668	668	2532	3	1	56	29	3	3	1	2	1	1	2	1	1	2	2	1	2	7
3229	3	63	2	2	2	45	1	4955	7668	8068	5333	6262	8976	3	1	102	84	4	5	2	2	2	2	2	2	1	2	2	2	1	4
3230	3	63	5	1	2	33	1	4217	6148	6148	1429	1548	3479	3	1	35	25	2	4	2	2	2	2	2	2	2	1	2	2	2	7
3231	3	63	2	1	1	53	2	2485	4334	4334	1614	1747	3596	4	1	70	37	3	4	1	2	1	1	2	1	1	2	2	1	2	7
3232	3	63	2	2	1	62	1	2545	3621	3621	2450	2784	3860	3	1	24	18	1	1	2	2	2	2	2	2	2	1	2	2	2	4
3233	3	63	1	2	1	71	2	1367	4012	4012	4198	4288	6933	3	1	51	39	3	1	2	1	1	1	2	2	1	2	2	2	1	5
3234	3	63	1	2	1	79	2	1188	2431	2431	828	848	2091	1	1	35	19	1	4	1	2	1	1	1	2	1	2	2	1	1	5
3235	3	63	3	2	2	57	1	9925	11332	11332	6847	7591	8998	1	1	50	27	2	4	1	2	1	1	1	2	1	2	2	1	1	4
3236	3	63	3	2	3	50	1	13550	15886	15886	16469	20072	22407	1	1	49	26	2	4	1	2	1	1	1	2	1	2	2	1	1	4
3237	3	63	3	1	2	43	1	5815	7885	8085	7258	7651	9920	1	1	50	28	2	4	1	2	1	1	1	2	1	2	2	1	1	4
3238	3	63	3	1	1	26	1	3141	5272	5272	3522	4075	6205	1	1	45	31	2	3	2	1	2	2	2	2	1	2	2	2	2	1
3239	3	63	3	1	2	33	2	3738	4769	4869	3572	3627	4758	1	1	21	12	1	4	1	2	1	1	1	2	1	2	2	1	2	3
3240	3	63	5	1	2	37	1	8653	11546	11546	8201	8411	11304	1	1	59	36	3	5	1	2	1	1	1	2	1	2	2	1	1	4
3241	3	63	3	1	1	50	2	5560	9370	9450	12101	12397	16537	1	1	58	42	3	4	1	2	1	1	1	2	1	2	2	1	1	1
3242	3	63	3	1	1	32	1	2178	3170	3170	2065	2065	3056	1	1	35	18	1	5	1	2	1	1	1	2	1	2	2	1	2	4
3243	3	63	4	1	2	43	1	6486	8897	8897	4118	4270	6981	3	1	100	75	4	5	2	1	1	1	1	2	1	2	2	1	1	1
3244	3	63	2	2	2	49	1	6148	10753	10753	4332	4433	9038	1	1	50	28	2	4	1	2	1	1	1	2	1	2	2	1	1	5
3245	3	63	3	1	2	28	2	6260	8441	8441	7625	7753	9935	1	1	62	39	3	4	1	2	1	1	1	2	1	2	2	1	1	5
3246	3	63	1	2	1	60	2	1124	1969	1969	970	970	1814	3	1	74	17	1	5	2	2	2	2	2	2	2	2	2	2	2	8
3247	3	63	3	2	2	73	2	4355	7485	7485	4115	4948	8078	3	1	68	60	6	2	2	1	2	2	2	2	1	2	2	2	2	7
3248	3	63	2	2	1	69	1	2092	4358	4358	2798	3530	5797	3	1	59	48	4	3	2	1	2	2	2	2	1	2	2	2	2	8
3249	3	63	5	1	3	55	1	13009	15623	15623	12688	14741	17355	3	1	60	52	5	1	2	1	2	2	2	2	1	2	2	2	2	5
3250	3	63	2	2	1	74	1	2760	6180	6530	2493	2641	6061	3	1	60	46	3	3	2	1	2	2	2	2	1	2	2	2	1	7
3251	3	63	5	1	3	61	1	9794	14652	14652	6520	6931	11789	1	2	62	41	3	4	1	2	1	1	2	1	1	2	2	1	1	1
3252	3	63	3	1	2	44	1	5695	9052	9302	3286	4466	7823	3	1	97	78	6	5	2	1	2	2	2	2	1	2	2	2	2	5
3253	3	63	1	2	1	48	1	1405	2624	2624	1101	1381	2600	3	1	30	25	2	4	2	1	2	2	2	2	1	2	2	2	2	6
3254	3	63	6	1	3	50	1	4250	6636	6636	3039	3144	5529	3	1	60	53	3	5	2	1	2	2	2	2	1	2	2	2	2	6
3255	3	63	4	1	2	32	2	4166	6628	6628	4311	4741	7203	3	1	38	22	3	2	2	2	2	2	2	2	2	2	2	2	2	6
3256	3	63	1	2	1	67	2	2197	4386	4386	1646	1729	3918	3	1	66	51	4	2	2	1	2	2	2	2	1	2	2	2	2	8
3257	3	63	1	2	1	71	2	1319	3387	3387	1330	1541	3609	3	1	70	55	3	2	2	1	2	2	2	2	1	2	2	2	2	6
3258	3	63	1	2	1	52	2	1660	2353	2353	1695	1720	2413	3	1	56	28	2	3	2	2	2	2	2	2	2	2	2	2	2	9
3259	3	63	4	2	1	44	1	9416	12272	12372	6337	7365	10220	3	1	74	50	4	4	2	1	2	2	2	2	1	2	2	2	2	6
3260	3	63	2	2	1	65	1	3304	5055	5055	2288	2663	4414	3	1	55	38	3	4	2	1	2	2	2	2	1	2	2	2	2	7
3261	3	63	1	2	1	64	2	2950	5405	5685	1718	1936	4391	3	1	100	75	6	3	2	1	2	2	2	2	1	2	2	2	2	8
3262	3	63	1	2	1	74	1	1506	4427	4577	2244	2334	5255	3	1	75	55	4	2	2	1	2	2	2	2	1	2	2	2	1	7
3263	3	63	4	1	2	42	1	5360	8742	8742	4487	4802	8183	3	1	70	40	3	3	2	2	2	2	2	2	2	1	2	2	2	6
3264	1	71	3	2	2	44	2	2700	3255	3655	6941	6941	7896	1	1	52	32	2	6	1	2	1	1	1	2	1	2	2	1	1	6
3265	1	71	7	1	1	47	1	3055	3671	3671	9091	9291	9906	1	1	94	66	5	6	1	2	1	1	1	2	1	2	2	1	1	5
3266	1	71	3	1	1	35	1	1050	2537	2537	1589	1609	3096	1	1	52	32	2	6	1	2	1	1	1	2	1	2	2	1	2	6
3267	1	71	4	1	2	44	1	8161	9368	9368	11993	12693	18400	1	1	89	61	4	6	1	2	1	1	1	2	1	2	2	1	1	5
3268	1	71	4	2	2	44	1	9395	11415	12415	9390	9965	12984	1	1	63	40	3	6	1	2	1	1	1	2	1	2	2	1	1	999
3269	1	71	3	1	2	33	1	5812	5859	7359	13227	14730	14777	1	1	34	17	1	6	1	2	1	1	1	2	1	2	2	1	2	5
3270	1	71	3	1	1	52	1	4968	4968	4968	5422	5517	5517	1	1	63	40	3	6	1	2	1	1	1	2	1	2	2	1	1	5
3271	1	71	2	2	1	60	1	4747	4787	4787	11070	11270	11310	1	2	41	20	2	5	1	2	1	1	1	2	1	2	2	1	1	1
3272	1	71	2	2	2	30	2	6160	6312	6312	7145	7545	7697	1	1	52	32	2	5	1	2	1	1	1	2	1	2	2	1	1	5
3273	1	71	2	2	2	26	1	4799	5717	6047	3491	3906	4825	1	1	52	32	2	5	1	2	1	1	1	2	1	2	2	1	1	5
3274	1	71	3	1	1	38	2	3623	5716	5716	2689	2833	4926	1	1	35	18	1	5	1	2	1	1	1	2	1	2	2	1	2	5
3275	1	71	2	1	1	31	2	1796	2028	2028	2131	2196	2427	4	1	20	16	2	2	2	1	2	2	2	2	1	2	2	2	2	6
3276	1	71	4	1	2	37	2	5472	6122	6122	12181	12599	13249	1	1	67	43	3	6	1	2	1	1	1	2	1	2	2	1	1	4
3277	1	71	1	2	1	45	2	3540	4183	4183	4667	4722	5365	1	1	64	48	3	6	1	2	1	1	1	2	1	2	2	1	1	5
3278	1	71	3	1	2	41	2	2456	2777	2777	4680	4690	5011	1	2	50	29	2	5	1	2	1	1	1	2	1	2	2	1	2	6
